Site;Parameter;Date (LT);Year;Month;Day;Hour;AQI;AQI Category;24-hr. Midpoint Avg. Conc.;Raw Conc.;Conc. Unit;Duration;QC Name
Ho Chi Minh City;PM2.5 - Principal;2016-02-19 06:00 PM;2016;2;19;18;108;3;38.5;23;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-19 07:00 PM;2016;2;19;19;108;3;38.5;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-19 08:00 PM;2016;2;19;20;107;3;38.1;29;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-19 09:00 PM;2016;2;19;21;106;3;37.7;26;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-19 10:00 PM;2016;2;19;22;104;3;36.9;26;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-19 11:00 PM;2016;2;19;23;103;3;36.4;22;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-20 12:00 AM;2016;2;20;0;103;3;36.4;24;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-20 01:00 AM;2016;2;20;1;105;3;37.3;28;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-20 02:00 AM;2016;2;20;2;105;3;37;54;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-20 03:00 AM;2016;2;20;3;103;3;36.4;38;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-20 04:00 AM;2016;2;20;4;99;2;35;37;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-20 05:00 AM;2016;2;20;5;97;2;33.8;34;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-20 06:00 AM;2016;2;20;6;96;2;33.5;38;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-20 07:00 AM;2016;2;20;7;96;2;33.4;40;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-20 08:00 AM;2016;2;20;8;95;2;33.1;43;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-20 09:00 AM;2016;2;20;9;95;2;33;34;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-20 10:00 AM;2016;2;20;10;95;2;33;38;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-20 11:00 AM;2016;2;20;11;96;2;33.5;46;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-20 12:00 PM;2016;2;20;12;97;2;34;59;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-20 01:00 PM;2016;2;20;13;99;2;34.9;40;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-20 02:00 PM;2016;2;20;14;99;2;35;33;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-20 03:00 PM;2016;2;20;15;97;2;34.1;21;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-20 04:00 PM;2016;2;20;16;98;2;34.5;21;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-20 05:00 PM;2016;2;20;17;100;2;35.2;24;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-20 06:00 PM;2016;2;20;18;100;2;35.2;21;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-20 07:00 PM;2016;2;20;19;100;2;35.2;20;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-20 08:00 PM;2016;2;20;20;101;3;35.7;25;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-20 09:00 PM;2016;2;20;21;105;3;37.2;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-20 10:00 PM;2016;2;20;22;109;3;38.7;39;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-20 11:00 PM;2016;2;20;23;110;3;39.2;34;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-21 12:00 AM;2016;2;21;0;110;3;39.1;45;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-21 01:00 AM;2016;2;21;1;109;3;38.8;30;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-21 02:00 AM;2016;2;21;2;109;3;38.6;32;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-21 03:00 AM;2016;2;21;3;109;3;38.8;47;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-21 04:00 AM;2016;2;21;4;110;3;39.1;54;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-21 05:00 AM;2016;2;21;5;111;3;39.4;35;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-21 06:00 AM;2016;2;21;6;111;3;39.4;39;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-21 07:00 AM;2016;2;21;7;111;3;39.7;51;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-21 08:00 AM;2016;2;21;8;112;3;40.1;80;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-21 09:00 AM;2016;2;21;9;113;3;40.3;68;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-21 10:00 AM;2016;2;21;10;114;3;40.6;51;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-21 11:00 AM;2016;2;21;11;112;3;40.1;44;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-21 12:00 PM;2016;2;21;12;112;3;39.8;51;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-21 01:00 PM;2016;2;21;13;110;3;39.2;35;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-21 02:00 PM;2016;2;21;14;110;3;39.1;38;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-21 03:00 PM;2016;2;21;15;109;3;38.7;28;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-21 04:00 PM;2016;2;21;16;106;3;37.7;28;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-21 05:00 PM;2016;2;21;17;104;3;36.8;25;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-21 06:00 PM;2016;2;21;18;103;3;36.5;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-21 07:00 PM;2016;2;21;19;103;3;36.5;31;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-21 08:00 PM;2016;2;21;20;101;3;35.5;30;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-21 09:00 PM;2016;2;21;21;96;2;33.6;34;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-21 10:00 PM;2016;2;21;22;94;2;32.5;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-21 11:00 PM;2016;2;21;23;93;2;31.9;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-22 12:00 AM;2016;2;22;0;93;2;31.9;30;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-22 01:00 AM;2016;2;22;1;92;2;31.7;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-22 02:00 AM;2016;2;22;2;94;2;32.7;24;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-22 03:00 AM;2016;2;22;3;95;2;33.1;22;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-22 04:00 AM;2016;2;22;4;96;2;33.6;32;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-22 05:00 AM;2016;2;22;5;97;2;34;29;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-22 06:00 AM;2016;2;22;6;98;2;34.4;38;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-22 07:00 AM;2016;2;22;7;98;2;34.5;28;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-22 08:00 AM;2016;2;22;8;98;2;34.6;33;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-22 09:00 AM;2016;2;22;9;99;2;34.7;41;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-22 10:00 AM;2016;2;22;10;98;2;34.5;38;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-22 11:00 AM;2016;2;22;11;98;2;34.4;44;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-22 12:00 PM;2016;2;22;12;98;2;34.4;45;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-22 01:00 PM;2016;2;22;13;98;2;34.3;59;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-22 02:00 PM;2016;2;22;14;97;2;34.1;49;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-22 03:00 PM;2016;2;22;15;97;2;34.1;40;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-22 04:00 PM;2016;2;22;16;97;2;34.2;37;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-22 05:00 PM;2016;2;22;17;97;2;34;34;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-22 06:00 PM;2016;2;22;18;97;2;34.2;30;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-22 07:00 PM;2016;2;22;19;97;2;33.9;34;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-22 08:00 PM;2016;2;22;20;97;2;34.2;32;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-22 09:00 PM;2016;2;22;21;98;2;34.3;28;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-22 10:00 PM;2016;2;22;22;97;2;34.2;26;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-22 11:00 PM;2016;2;22;23;98;2;34.5;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-23 12:00 AM;2016;2;23;0;99;2;34.7;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-23 01:00 AM;2016;2;23;1;99;2;35.1;22;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-23 02:00 AM;2016;2;23;2;99;2;34.9;25;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-23 03:00 AM;2016;2;23;3;100;2;35.3;23;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-23 04:00 AM;2016;2;23;4;100;2;35.2;29;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-23 05:00 AM;2016;2;23;5;99;2;34.7;32;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-23 06:00 AM;2016;2;23;6;98;2;34.5;31;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-23 07:00 AM;2016;2;23;7;97;2;34.2;36;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-23 08:00 AM;2016;2;23;8;96;2;33.7;35;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-23 09:00 AM;2016;2;23;9;95;2;33.2;38;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-23 10:00 AM;2016;2;23;10;95;2;32.8;45;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-23 11:00 AM;2016;2;23;11;94;2;32.7;50;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-23 12:00 PM;2016;2;23;12;93;2;32.3;54;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-23 01:00 PM;2016;2;23;13;93;2;32.1;54;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-23 02:00 PM;2016;2;23;14;93;2;31.9;60;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-23 03:00 PM;2016;2;23;15;93;2;32;37;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-23 04:00 PM;2016;2;23;16;93;2;32;26;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-23 05:00 PM;2016;2;23;17;93;2;32;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-23 06:00 PM;2016;2;23;18;93;2;32.3;23;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-23 07:00 PM;2016;2;23;19;96;2;33.5;22;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-23 08:00 PM;2016;2;23;20;98;2;34.5;20;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-23 09:00 PM;2016;2;23;21;102;3;36.1;19;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-23 10:00 PM;2016;2;23;22;107;3;37.9;23;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-23 11:00 PM;2016;2;23;23;111;3;39.5;19;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-24 12:00 AM;2016;2;24;0;110;3;39.2;22;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-24 01:00 AM;2016;2;24;1;109;3;38.7;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-24 02:00 AM;2016;2;24;2;107;3;38;28;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-24 03:00 AM;2016;2;24;3;104;3;36.7;23;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-24 04:00 AM;2016;2;24;4;104;3;36.6;28;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-24 05:00 AM;2016;2;24;5;104;3;36.8;40;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-24 06:00 AM;2016;2;24;6;104;3;36.8;58;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-24 07:00 AM;2016;2;24;7;104;3;36.8;60;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-24 08:00 AM;2016;2;24;8;105;3;37.2;75;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-24 09:00 AM;2016;2;24;9;107;3;38;80;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-24 10:00 AM;2016;2;24;10;109;3;38.6;83;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-24 11:00 AM;2016;2;24;11;112;3;39.9;45;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-24 12:00 PM;2016;2;24;12;113;3;40.5;40;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-24 01:00 PM;2016;2;24;13;114;3;40.9;38;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-24 02:00 PM;2016;2;24;14;116;3;41.7;28;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-24 03:00 PM;2016;2;24;15;117;3;42;36;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-24 04:00 PM;2016;2;24;16;117;3;42.2;31;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-24 05:00 PM;2016;2;24;17;117;3;42;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-24 06:00 PM;2016;2;24;18;115;3;41;23;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-24 07:00 PM;2016;2;24;19;111;3;39.4;32;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-24 08:00 PM;2016;2;24;20;108;3;38.5;37;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-24 09:00 PM;2016;2;24;21;104;3;36.6;35;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-24 10:00 PM;2016;2;24;22;99;2;34.8;54;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-24 11:00 PM;2016;2;24;23;94;2;32.7;33;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-25 12:00 AM;2016;2;25;0;93;2;32.1;31;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-25 01:00 AM;2016;2;25;1;92;2;31.6;38;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-25 02:00 AM;2016;2;25;2;91;2;31.2;35;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-25 03:00 AM;2016;2;25;3;91;2;30.9;28;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-25 04:00 AM;2016;2;25;4;89;2;30.4;22;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-25 05:00 AM;2016;2;25;5;89;2;30.1;16;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-25 06:00 AM;2016;2;25;6;90;2;30.6;20;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-25 07:00 AM;2016;2;25;7;92;2;31.8;37;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-25 08:00 AM;2016;2;25;8;96;2;33.5;31;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-25 09:00 AM;2016;2;25;9;99;2;35;36;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-25 10:00 AM;2016;2;25;10;103;3;36.4;32;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-25 11:00 AM;2016;2;25;11;103;3;36.3;32;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-25 12:00 PM;2016;2;25;12;106;3;37.6;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-25 01:00 PM;2016;2;25;13;105;3;37.3;29;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-25 02:00 PM;2016;2;25;14;105;3;37;21;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-25 03:00 PM;2016;2;25;15;105;3;37.3;24;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-25 04:00 PM;2016;2;25;16;105;3;37.2;24;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-25 05:00 PM;2016;2;25;17;106;3;37.4;38;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-25 06:00 PM;2016;2;25;18;107;3;37.8;53;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-25 07:00 PM;2016;2;25;19;108;3;38.2;73;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-25 08:00 PM;2016;2;25;20;107;3;38;73;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-25 09:00 PM;2016;2;25;21;106;3;37.7;67;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-25 10:00 PM;2016;2;25;22;105;3;37.2;52;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-25 11:00 PM;2016;2;25;23;105;3;37;64;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-26 12:00 AM;2016;2;26;0;104;3;36.7;24;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-26 01:00 AM;2016;2;26;1;103;3;36.5;32;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-26 02:00 AM;2016;2;26;2;102;3;36;41;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-26 03:00 AM;2016;2;26;3;102;3;36;26;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-26 04:00 AM;2016;2;26;4;102;3;36.1;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-26 05:00 AM;2016;2;26;5;103;3;36.3;25;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-26 06:00 AM;2016;2;26;6;101;3;35.7;29;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-26 07:00 AM;2016;2;26;7;98;2;34.3;32;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-26 08:00 AM;2016;2;26;8;93;2;32.3;25;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-26 09:00 AM;2016;2;26;9;89;2;30.4;23;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-26 10:00 AM;2016;2;26;10;87;2;29.1;28;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-26 11:00 AM;2016;2;26;11;84;2;27.8;25;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-26 12:00 PM;2016;2;26;12;80;2;26.1;21;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-26 01:00 PM;2016;2;26;13;80;2;25.8;19;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-26 02:00 PM;2016;2;26;14;79;2;25.3;19;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-26 03:00 PM;2016;2;26;15;77;2;24.3;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-26 04:00 PM;2016;2;26;16;76;2;23.8;29;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-26 05:00 PM;2016;2;26;17;74;2;23.1;24;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-26 06:00 PM;2016;2;26;18;73;2;22.7;19;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-26 07:00 PM;2016;2;26;19;73;2;22.4;25;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-26 08:00 PM;2016;2;26;20;72;2;22.1;28;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-26 09:00 PM;2016;2;26;21;71;2;21.8;35;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-26 10:00 PM;2016;2;26;22;72;2;22;22;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-26 11:00 PM;2016;2;26;23;72;2;22;22;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-27 12:00 AM;2016;2;27;0;72;2;22.2;18;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-27 01:00 AM;2016;2;27;1;72;2;22.1;19;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-27 02:00 AM;2016;2;27;2;72;2;22.2;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-27 03:00 AM;2016;2;27;3;72;2;22.2;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-27 04:00 AM;2016;2;27;4;71;2;21.7;11;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-27 05:00 AM;2016;2;27;5;71;2;21.5;16;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-27 06:00 AM;2016;2;27;6;71;2;21.4;20;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-27 07:00 AM;2016;2;27;7;71;2;21.5;25;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-27 08:00 AM;2016;2;27;8;70;2;21.3;19;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-27 09:00 AM;2016;2;27;9;70;2;21.2;28;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-27 10:00 AM;2016;2;27;10;69;2;20.7;28;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-27 11:00 AM;2016;2;27;11;70;2;21.1;28;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-27 12:00 PM;2016;2;27;12;71;2;21.6;20;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-27 01:00 PM;2016;2;27;13;73;2;22.7;21;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-27 02:00 PM;2016;2;27;14;74;2;23.1;20;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-27 03:00 PM;2016;2;27;15;75;2;23.6;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-27 04:00 PM;2016;2;27;16;76;2;24.2;26;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-27 05:00 PM;2016;2;27;17;78;2;25.1;20;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-27 06:00 PM;2016;2;27;18;80;2;25.9;22;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-27 07:00 PM;2016;2;27;19;81;2;26.6;20;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-27 08:00 PM;2016;2;27;20;83;2;27.2;25;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-27 09:00 PM;2016;2;27;21;85;2;28.3;23;UG/M3;1 Hr;Valid
